substrate,base,fluoride,yield
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.52
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.18
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.41
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.24
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.52
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.42
O=C(OC)CCCOC1=CC([N+]([O-])=O)=C(C(C)O)C=C1OC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.09
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.23
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.42
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.19
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.34
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.35
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.48
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.59
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.6
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.63
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.63
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.1
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.36
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.41
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.58
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.65
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.18
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.43
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.55
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.35
O[C@@H]([C@H](C)N1CCCC1)C2=CC=CC=C2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.82
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.06
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.06
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.08
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.11
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.15
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.21
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.16
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.23
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.22
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.25
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.33
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.24
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.34
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.28
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.25
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.52
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.36
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.52
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.39
OC/C=C(CC/C=C(CC/C=C(C)\C)\C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.32
C=CC(O)CCCCCCC,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.22
C=CC(O)CCCCCCC,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.12
C=CC(O)CCCCCCC,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.23
C=CC(O)CCCCCCC,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.22
C=CC(O)CCCCCCC,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.13
C=CC(O)CCCCCCC,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.3
C=CC(O)CCCCCCC,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.13
C=CC(O)CCCCCCC,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.32
C=CC(O)CCCCCCC,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.27
C=CC(O)CCCCCCC,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.15
C=CC(O)CCCCCCC,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.3
C=CC(O)CCCCCCC,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.09
C=CC(O)CCCCCCC,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.32
C=CC(O)CCCCCCC,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.28
C=CC(O)CCCCCCC,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.13
C=CC(O)CCCCCCC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.28
C=CC(O)CCCCCCC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.09
C=CC(O)CCCCCCC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.36
C=CC(O)CCCCCCC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.3
C=CC(O)CCCCCCC,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.16
C=CC(O)(C)CC/C=C(C)\C,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0
C=CC(O)(C)CC/C=C(C)\C,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.01
C=CC(O)(C)CC/C=C(C)\C,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01
C=CC(O)(C)CC/C=C(C)\C,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.02
C=CC(O)(C)CC/C=C(C)\C,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.06
C=CC(O)(C)CC/C=C(C)\C,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0
C=CC(O)(C)CC/C=C(C)\C,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.01
C=CC(O)(C)CC/C=C(C)\C,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01
C=CC(O)(C)CC/C=C(C)\C,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.02
C=CC(O)(C)CC/C=C(C)\C,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.09
C=CC(O)(C)CC/C=C(C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0
C=CC(O)(C)CC/C=C(C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0
C=CC(O)(C)CC/C=C(C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.0
C=CC(O)(C)CC/C=C(C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.0
C=CC(O)(C)CC/C=C(C)\C,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.07
C=CC(O)(C)CC/C=C(C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0
C=CC(O)(C)CC/C=C(C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0
C=CC(O)(C)CC/C=C(C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.0
C=CC(O)(C)CC/C=C(C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.0
C=CC(O)(C)CC/C=C(C)\C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.1
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.46
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.55
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.62
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.6
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.52
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.75
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.79
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.86
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.82
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.77
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.74
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.79
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.84
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.86
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.78
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.71
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.77
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.82
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.74
OCCC(C1=C(N2C(C3=CC=C(Cl)C=C3)=O)C=CC(OC)=C1)=C2C,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.83
OCCN1C(C)=NC=C1[N+]([O-])=O,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.25
OCCN1C(C)=NC=C1[N+]([O-])=O,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.3
OCCN1C(C)=NC=C1[N+]([O-])=O,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.37
OCCN1C(C)=NC=C1[N+]([O-])=O,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.17
OCCN1C(C)=NC=C1[N+]([O-])=O,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.71
OCCN1C(C)=NC=C1[N+]([O-])=O,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.32
OCCN1C(C)=NC=C1[N+]([O-])=O,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.38
OCCN1C(C)=NC=C1[N+]([O-])=O,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.37
OCCN1C(C)=NC=C1[N+]([O-])=O,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.44
OCCN1C(C)=NC=C1[N+]([O-])=O,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.79
OCCN1C(C)=NC=C1[N+]([O-])=O,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.38
OCCN1C(C)=NC=C1[N+]([O-])=O,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.42
OCCN1C(C)=NC=C1[N+]([O-])=O,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.47
OCCN1C(C)=NC=C1[N+]([O-])=O,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.49
OCCN1C(C)=NC=C1[N+]([O-])=O,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.87
OCCN1C(C)=NC=C1[N+]([O-])=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.23
OCCN1C(C)=NC=C1[N+]([O-])=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.28
OCCN1C(C)=NC=C1[N+]([O-])=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.28
OCCN1C(C)=NC=C1[N+]([O-])=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.29
OCCN1C(C)=NC=C1[N+]([O-])=O,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.51
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,0.0
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.02
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.05
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.13
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,0.0
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.05
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.13
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.01
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.03
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,0.09
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,0.0
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,0.0
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,0.0
[H][C@]12CC[C@]3(C)C(C4=CC=CN=C4)=CC[C@@]3([H])[C@@]1(CC=C5C[C@@H](O)CC[C@]25C)[H],CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,0.02
